username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
"InsidiousCesar;2013-04-29 16:19;0;0;""Yesssss!!!!! @Cesar's Palace http:// instagram.com/p/YtPORJKSSS/"";Baltimore"," MD;@Cesar;;""329012105074323456"";https://twitter.com/InsidiousCesar/status/329012105074323456",,,,,,,,
"sycobuny;2013-04-29 16:19;0;0;""@Mach2Bat you can suck 2/3rds of it!"";Towson"," MD;@Mach2Bat;;""329012098002743298"";https://twitter.com/sycobuny/status/329012098002743298",,,,,,,,
"MIZASV;2013-04-29 16:19;0;0;""@NTelevisa_com van a estudiar el mismo curso de inglÃ©s? o xq??"";Baltimore"," MD;@NTelevisa_com;;""329012080231460866"";https://twitter.com/MIZASV/status/329012080231460866",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:19;0;0;""â€œ @LL_iDo_isGWiNN_ : I get mad because I actually careâ€ù"";Dundalk"," MD;@LL_iDo_isGWiNN_;;""329012078604087296"";https://twitter.com/LAMB_orghiniii/status/329012078604087296",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:19;0;0;""FUCKING CAT HAIR EVERY WHERE DAMN IT. Fuck that dumb ass cat."";Dundalk"," MD;;;""329012060342087681"";https://twitter.com/LAMB_orghiniii/status/329012060342087681",,,,,,,,
"Tyfrenzy_;2013-04-29 16:19;0;0;""#lrt ilaugh when that song come on"";Lochearn"," MD;;#lrt;""329012058353979392"";https://twitter.com/Tyfrenzy_/status/329012058353979392",,,,,,,,
"LTyronePearsall;2013-04-29 16:19;0;0;""Wow The LA complex has open doors did you hear about Washington Wizard Jason Collins?"";Baltimore"," MD;;;""329012034022830080"";https://twitter.com/LTyronePearsall/status/329012034022830080",,,,,,,,
"TSevik;2013-04-29 16:19;0;1;""@MiKaYyUhEr STUDY"";Towson"," MD;@MiKaYyUhEr;;""329012006831149057"";https://twitter.com/TSevik/status/329012006831149057",,,,,,,,
"410Lexi_;2013-04-29 16:19;1;0;""@DylanSpittel I know lol"";Arbutus"," MD;@DylanSpittel;;""329012001525346304"";https://twitter.com/410Lexi_/status/329012001525346304",,,,,,,,
"realRosebud;2013-04-29 16:19;0;0;""Rain Rain Go Away! #blah"";Ellicott City"," MD;;#blah;""329011983712129024"";https://twitter.com/realRosebud/status/329011983712129024",,,,,,,,
"SlavaMalamud;2013-04-29 16:19;8;6;""The end of Tebow's sorry career finally disproves Christianity. So... What do we build on the ruins of churches and Chick-fil-A's?"";Mays Chapel"," MD;;;""329011968616853504"";https://twitter.com/SlavaMalamud/status/329011968616853504",,,,,,,,
"410Lexi_;2013-04-29 16:18;0;0;""@a_stnn cos you go thru my pictures too many people would be exposed if you did lmao"";Arbutus"," MD;@a_stnn;;""329011947020365825"";https://twitter.com/410Lexi_/status/329011947020365825",,,,,,,,
"SincerlyMary15;2013-04-29 16:18;0;0;""#lt lol sikeeee ", i'm too scared to drive so it would be pretttty useless ," but i still want it ?! Lol dumbass."";Glen Burnie"," MD;;#lt;""329011936538808321"";https://twitter.com/SincerlyMary15/status/329011936538808321",,,,,,
"_kaatelynnnn_;2013-04-29 16:18;0;0;""@JustinMar0neyy oh man I'm so sorry"";Dundalk"," MD;@JustinMar0neyy;;""329011933489541120"";https://twitter.com/_kaatelynnnn_/status/329011933489541120",,,,,,,,
"BandGeekKris;2013-04-29 16:18;0;0;""Watching these girls give it all they've got at a practice in the rain is inspiring. #LoyolaClub @MAWLL_WCLA"";Baltimore"," MD;@MAWLL_WCLA;#LoyolaClub;""329011931010715648"";https://twitter.com/BandGeekKris/status/329011931010715648",,,,,,,,
"TylerSperry;2013-04-29 16:18;1;0;""Bryce Harper develops so much torque when he swings. It's insane"";Dundalk"," MD;;;""329011892355997696"";https://twitter.com/TylerSperry/status/329011892355997696",,,,,,,,
"JaySwann_;2013-04-29 16:18;0;0;""Those are the top 3 Vine accounts though"," in my opinion"";Baltimore"," MD;;;""329011885741592576"";https://twitter.com/JaySwann_/status/329011885741592576",,,,,,,
"turnMEUp_Ty;2013-04-29 16:18;14;1;""To young to be stressing"";Baltimore"," MD;;;""329011867664150528"";https://twitter.com/turnMEUp_Ty/status/329011867664150528",,,,,,,,
"Alyssa_123;2013-04-29 16:18;0;0;""""@karlybatch: disappointing my dad is the worst feeling ever.."""";Riviera Beach"," MD;@karlybatch;;""329011855169294336"";https://twitter.com/Alyssa_123/status/329011855169294336",,,,,,,,
"ricosmc;2013-04-29 16:18;0;0;""Lmao @thesmokingbong always sends me the best Snapchat vids #dying"";Ellicott City"," MD;@thesmokingbong;#dying;""329011830217379840"";https://twitter.com/ricosmc/status/329011830217379840",,,,,,,,
"DOMDIVA83;2013-04-29 16:18;0;0;""I made it thru @tyedyechic @Life Time Fitness http:// instagram.com/p/YtPDouE4qW/"";Maryland"," USA;@tyedyechic @Life;;""329011808654487552"";https://twitter.com/DOMDIVA83/status/329011808654487552",,,,,,,,
"ZachGarmoe;2013-04-29 16:18;0;0;""@AngelaPerantoni @caseybugtong if its not a little sepia watermelon I'm not sure if I want to."";Catonsville"," MD;@AngelaPerantoni @caseybugtong;;""329011805005434883"";https://twitter.com/ZachGarmoe/status/329011805005434883",,,,,,,,
"Alyssa_123;2013-04-29 16:18;0;1;""@jaredlopez1001 you're quoting eminem"";Riviera Beach"," MD;@jaredlopez1001;;""329011804661481473"";https://twitter.com/Alyssa_123/status/329011804661481473",,,,,,,,
"InsidiousCesar;2013-04-29 16:18;0;0;""LMAO....I bust out laughing when I saw this. @Cesar's Palace http:// instagram.com/p/YtPCJ2qSR-/"";Baltimore"," MD;@Cesar;;""329011803436756993"";https://twitter.com/InsidiousCesar/status/329011803436756993",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:18;1;1;""Caught up on yo ex still? I can get you past it"";Dundalk"," MD;;;""329011803285770240"";https://twitter.com/LAMB_orghiniii/status/329011803285770240",,,,,,,,
"QueenCheetah1;2013-04-29 16:18;0;0;""One Of My Man Crushes Miguel the Things man the things I would do"";Baltimore"," MD;;;""329011800802746368"";https://twitter.com/QueenCheetah1/status/329011800802746368",,,,,,,,
"SincerlyMary15;2013-04-29 16:18;0;0;""â€œ @beckbrady29 : Im 16..i think it's time to get my learners permit lolâ€ù"";Glen Burnie"," MD;@beckbrady29;;""329011786944757760"";https://twitter.com/SincerlyMary15/status/329011786944757760",,,,,,,,
"turnMEUp_Ty;2013-04-29 16:18;0;0;""@tyneera_123 I knoo tmp sexy"";Baltimore"," MD;@tyneera_123;;""329011751653875713"";https://twitter.com/turnMEUp_Ty/status/329011751653875713",,,,,,,,
"sugapuss_;2013-04-29 16:18;0;0;""I'm at Towson Town Center - @generalgrowth (Towson"," MD) w/ 3 others http:// 4sq.com/18gVa2y"";Towson"," MD;@generalgrowth;;""329011745773457409"";https://twitter.com/sugapuss_/status/329011745773457409",,,,,,,
"TheNextDon_;2013-04-29 16:18;2;0;""Its funny how yu thought yu had that one but once yu get in a relationship they change up on yu"";Woodlawn"," MD;;;""329011732750159874"";https://twitter.com/TheNextDon_/status/329011732750159874",,,,,,,,
"JaySwann_;2013-04-29 16:18;0;0;""Tyler the Creators Vines are really funny"," BUT Riff Raff might have the best Vines. Either him or Andy Milonakis."";Baltimore"," MD;;;""329011722507661313"";https://twitter.com/JaySwann_/status/329011722507661313",,,,,,,
"Alyssa_123;2013-04-29 16:18;1;1;""I feel like babes gonna end up killing me soon îê’I'm so Moody right now.îêç"";Riviera Beach"," MD;;;""329011722323111936"";https://twitter.com/Alyssa_123/status/329011722323111936",,,,,,,,
"So_Icy_Shach;2013-04-29 16:17;0;0;"""" @turnMEUp_Ty : Why am I stressing ?"""";Lochearn"," MD;@turnMEUp_Ty;;""329011683500621827"";https://twitter.com/So_Icy_Shach/status/329011683500621827",,,,,,,,
"TylerSperry;2013-04-29 16:17;0;0;""@J23Johnson_ damn son"," call Jason lol."";Dundalk"," MD;@J23Johnson_;;""329011682615627776"";https://twitter.com/TylerSperry/status/329011682615627776",,,,,,,
"410Lexi_;2013-04-29 16:17;1;0;""#IfWeDate you can go through everything in my phone & have my password to everything. I have nothing to hide"";Arbutus"," MD;;#IfWeDate;""329011672943570944"";https://twitter.com/410Lexi_/status/329011672943570944",,,,,,,,
"Tieshadeaver;2013-04-29 16:17;0;0;""Off for the nxt 2 day #ThankGod"";Columbia;;#ThankGod;""329011654476054528"";https://twitter.com/Tieshadeaver/status/329011654476054528",,,,,,,,,
"Landofdafree;2013-04-29 16:17;0;0;""@MookieHazee lls"";Baltimore"," MD;@MookieHazee;;""329011644803973120"";https://twitter.com/Landofdafree/status/329011644803973120",,,,,,,,
"So_Icy_Shach;2013-04-29 16:17;1;0;""I keep thinking how young can you die from old age #DailyTweet"";Lochearn"," MD;;#DailyTweet;""329011627607343104"";https://twitter.com/So_Icy_Shach/status/329011627607343104",,,,,,,,
"theunrealmvp;2013-04-29 16:17;0;0;""@steveaustinBSR when you're coming on raw?"";Ellicott City"," MD;@steveaustinBSR;;""329011618312753152"";https://twitter.com/theunrealmvp/status/329011618312753152",,,,,,,,
"turnMEUp_Ty;2013-04-29 16:17;2;0;""I juss had to bump girls love beyonce"";Baltimore"," MD;;;""329011614382702593"";https://twitter.com/turnMEUp_Ty/status/329011614382702593",,,,,,,,
"Landofdafree;2013-04-29 16:17;0;0;""@lil_tmacc Ya! Hair line with ur HAT! OFF! pic.twitter.com/BREmMC9Cn0"";Baltimore"," MD;@lil_tmacc;;""329011611396349952"";https://twitter.com/Landofdafree/status/329011611396349952",,,,,,,,
"TheNextDon_;2013-04-29 16:17;0;0;""So i guess im #TeamSingle again *shrugs* oh well back to this"";Woodlawn"," MD;;#TeamSingle;""329011603204890624"";https://twitter.com/TheNextDon_/status/329011603204890624",,,,,,,,
"Tieshadeaver;2013-04-29 16:17;0;0;""So ready to goo"";Columbia;;;""329011538096685056"";https://twitter.com/Tieshadeaver/status/329011538096685056",,,,,,,,,
"UUXMNR;2013-04-29 16:17;0;0;""@andresdavid That's so cute! LOL"";Baltimore"," MD;@andresdavid;;""329011517699792897"";https://twitter.com/UUXMNR/status/329011517699792897",,,,,,,,
"Kimmer1123;2013-04-29 16:17;0;0;""I'm at Millersville", MD (Millersville," MD) http:// 4sq.com/10oqbwM"";South Gate"," MD;;;""329011504655515648"";https://twitter.com/Kimmer1123/status/329011504655515648",,,,,,
"_sugaray10;2013-04-29 16:17;0;0;""Time to eat","then drag my ass back to the bury"";South Gate"," MD;;;""329011495960711168"";https://twitter.com/_sugaray10/status/329011495960711168",,,,,,,
"JaySwann_;2013-04-29 16:17;0;0;""But really though"," Miami this summer is gonna be the best. I just hope I don't get TOO dark"";Maryland"," USA;;;""329011489912541184"";https://twitter.com/JaySwann_/status/329011489912541184",,,,,,,
"410Lexi_;2013-04-29 16:17;7;1;""No one wants to talk to me cos I'm a loser"";Arbutus"," MD;;;""329011488499056640"";https://twitter.com/410Lexi_/status/329011488499056640",,,,,,,,
"Balenci01;2013-04-29 16:17;0;0;""@MrBrietling following back !!!"";Cockeysville"," MD;@MrBrietling;;""329011487240761344"";https://twitter.com/Balenci01/status/329011487240761344",,,,,,,,
"dat_ASHHHH;2013-04-29 16:17;0;0;""@RawrItsKriss oh lol it didn't say what you were responding to!!!"";Maryland"," USA;@RawrItsKriss;;""329011466038542337"";https://twitter.com/dat_ASHHHH/status/329011466038542337",,,,,,,,
"IVEY_LEAGUE03;2013-04-29 16:17;0;0;""Waiting see if lil Nate Robinson gon go off tonight"";Maryland"," USA;;;""329011465237454848"";https://twitter.com/IVEY_LEAGUE03/status/329011465237454848",,,,,,,,
"Kimmer1123;2013-04-29 16:16;0;0;""I'm at The DP (Millersville"," Maryland) http:// 4sq.com/Zh1SSi"";South Gate"," MD;;;""329011460908924930"";https://twitter.com/Kimmer1123/status/329011460908924930",,,,,,,
"turnMEUp_Ty;2013-04-29 16:16;5;0;""Why am I stressing ?"";Baltimore"," MD;;;""329011428671488000"";https://twitter.com/turnMEUp_Ty/status/329011428671488000",,,,,,,,
"theRealBMath;2013-04-29 16:16;0;0;""Qdoba"";Ferndale"," MD;;;""329011399542054913"";https://twitter.com/theRealBMath/status/329011399542054913",,,,,,,,
"trlyblsd3;2013-04-29 16:16;0;0;""S/o to my nf @ZapNanaaa thanx for following."";Rosedale"," MD;@ZapNanaaa;;""329011388259389441"";https://twitter.com/trlyblsd3/status/329011388259389441",,,,,,,,
"Andrearizav;2013-04-29 16:16;0;0;""@OmarGamboa Jajaja al menos me reÃ_! :).. Aunque mi frustraciÃ_n es por lo quÃ© me toca leer en la U"," me da pereza me canso el doble!"";Rossville"," MD;@OmarGamboa;;""329011374275579904"";https://twitter.com/Andrearizav/status/329011374275579904",,,,,,,
"CLangenfelder;2013-04-29 16:16;0;0;""@NF_Home he said an hour to an hour an a half"";Maryland"," USA;@NF_Home;;""329011359801032704"";https://twitter.com/CLangenfelder/status/329011359801032704",,,,,,,,
"turnMEUp_Ty;2013-04-29 16:16;4;1;""I'm starting to feel unloved"";Baltimore"," MD;;;""329011312187289600"";https://twitter.com/turnMEUp_Ty/status/329011312187289600",,,,,,,,
"sycobuny;2013-04-29 16:16;0;0;""Getting drunk for great justice! Every Monicatini at 7 West during happy hour funds Breast Cancer research!"";Towson"," MD;;;""329011292801216513"";https://twitter.com/sycobuny/status/329011292801216513",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:16;1;0;""But I hate making new friends. Because 9/10 times there's drama. And more drama. And more drama. Fuck that."";Dundalk"," MD;;;""329011286996316160"";https://twitter.com/LAMB_orghiniii/status/329011286996316160",,,,,,,,
"elizamkt;2013-04-29 16:16;0;1;""So i'm listening to Ride of the Valkyries and my mom comes downstairs and asks ""Are you really listening to STAR WARS?!?!"" #musicianprobz"";Baltimore"," MD;;#musicianprobz;""329011272198782976"";https://twitter.com/elizamkt/status/329011272198782976",,,,,,,,
"loryonce;2013-04-29 16:16;0;0;""Im bored"";Baltimore"," MD;;;""329011231375646720"";https://twitter.com/loryonce/status/329011231375646720",,,,,,,,
"turnMEUp_Ty;2013-04-29 16:16;10;0;""I'm bored"";Baltimore"," MD;;;""329011215227564034"";https://twitter.com/turnMEUp_Ty/status/329011215227564034",,,,,,,,
"trlyblsd3;2013-04-29 16:16;0;0;""S/o to my nf @RecoverySI thanx for following."";Rosedale"," MD;@RecoverySI;;""329011214216728577"";https://twitter.com/trlyblsd3/status/329011214216728577",,,,,,,,
"akstout18;2013-04-29 16:15;0;0;""Ready for @MonicaBeeman to kick my booty at boxing class! (@Athleta) http:// 4sq.com/12Lpxh4"";Towson"," MD;@MonicaBeeman @Athleta;;""329011141823045632"";https://twitter.com/akstout18/status/329011141823045632",,,,,,,,
"Scotty2Hotty13;2013-04-29 16:15;0;0;""There phone is ringing off the hook. They're yelling at eachother in Chinese and there's a kid chilling in the corner watching anime."";Ferndale"," MD;;;""329011132905971712"";https://twitter.com/Scotty2Hotty13/status/329011132905971712",,,,,,,,
"timadkins1_tim;2013-04-29 16:15;0;0;""@BiebersShanice what a piece of garbage you are"";Arbutus"," MD;@BiebersShanice;;""329011094695854080"";https://twitter.com/timadkins1_tim/status/329011094695854080",,,,,,,,
"theunrealmvp;2013-04-29 16:15;0;0;""@SrBachchan laughing is good thing sir.keep smiling :-)"";Ellicott City"," MD;@SrBachchan;;""329011085871038464"";https://twitter.com/theunrealmvp/status/329011085871038464",,,,,,,,
"LORDesbewithyou;2013-04-29 16:15;0;0;""All these male athletes in formal attire #loveit #classy"";Baltimore"," MD;;#loveit #classy;""329011073762074624"";https://twitter.com/LORDesbewithyou/status/329011073762074624",,,,,,,,
"raddude323;2013-04-29 16:15;0;0;""Having a bite with my dear old bud Sven.at a one of my old haunts (@The @OwlBar ) [pic]: http:// 4sq.com/13HeIwg"";;@The @OwlBar;;""329011048470425600"";https://twitter.com/raddude323/status/329011048470425600",,,,,,,,,
"IVEY_LEAGUE03;2013-04-29 16:15;0;0;""Went and checked out Limos today with Mark"";Maryland"," USA;;;""329011015767441408"";https://twitter.com/IVEY_LEAGUE03/status/329011015767441408",,,,,,,,
"_sugaray10;2013-04-29 16:15;0;0;""Also Curt Schillings been in here. Cause I know him"";South Gate"," MD;;;""329011009685704705"";https://twitter.com/_sugaray10/status/329011009685704705",,,,,,,,
"trlyblsd3;2013-04-29 16:14;0;1;""S/o to my nf @malko1231 thanx for following. Following back."";Rosedale"," MD;@malko1231;;""329010842156806144"";https://twitter.com/trlyblsd3/status/329010842156806144",,,,,,,,
"KrakowskiJenna;2013-04-29 16:14;0;0;""@_ItsJusJordan haha right though. I think that the entire 50 minutes"";Towson"," MD;@_ItsJusJordan;;""329010830219804672"";https://twitter.com/KrakowskiJenna/status/329010830219804672",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:14;0;0;""I need to make more friends and stop being a lonely person"";Dundalk"," MD;;;""329010825266335745"";https://twitter.com/LAMB_orghiniii/status/329010825266335745",,,,,,,,
"Gundiiiiiiiii;2013-04-29 16:14;1;0;""All I've been tweeting about all weekend is worlds because its worlds weekend.. Sorry not sorry"";South Gate"," MD;;;""329010818983264256"";https://twitter.com/Gundiiiiiiiii/status/329010818983264256",,,,,,,,
"Tyfrenzy_;2013-04-29 16:14;0;0;""@LAndofKIYA lol we fam dfl"";Lochearn"," MD;@LAndofKIYA;;""329010776604028930"";https://twitter.com/Tyfrenzy_/status/329010776604028930",,,,,,,,
"TheReallGrinchh;2013-04-29 16:14;1;1;""@TTreecko @MLG_Scrazzy its Ridiculous ."";Middle River"," MD;@TTreecko @MLG_Scrazzy;;""329010767628218368"";https://twitter.com/TheReallGrinchh/status/329010767628218368",,,,,,,,
"theunrealmvp;2013-04-29 16:13;0;0;""@priyankachopra bit late may b but listened to your song ""in my city"". Guess we now have our own international star in you. Simply awesome!!"";Ellicott City"," MD;@priyankachopra;;""329010698313158657"";https://twitter.com/theunrealmvp/status/329010698313158657",,,,,,,,
"Tyfrenzy_;2013-04-29 16:13;0;0;""Rey call ky lor head ass"";Lochearn"," MD;;;""329010645745930240"";https://twitter.com/Tyfrenzy_/status/329010645745930240",,,,,,,,
"JaySwann_;2013-04-29 16:13;0;0;""Yea I couldn't be a slave. I'm way too lazy for all that"";Baltimore"," MD;;;""329010624166244352"";https://twitter.com/JaySwann_/status/329010624166244352",,,,,,,,
"no__lies__;2013-04-29 16:13;0;0;""@MadsenAlexa @dylanspittel haha"";Catonsville"," MD;@MadsenAlexa @dylanspittel;;""329010601265340416"";https://twitter.com/no__lies__/status/329010601265340416",,,,,,,,
"_LovingBJ;2013-04-29 16:13;0;0;""My baby home"";Rosedale"," MD;;;""329010595615608832"";https://twitter.com/_LovingBJ/status/329010595615608832",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:13;0;0;""I put my phone in my back pocket so much. I'm so scared to use the bathroom and my phone fall in the toilet"";Dundalk"," MD;;;""329010573364842496"";https://twitter.com/LAMB_orghiniii/status/329010573364842496",,,,,,,,
"SEO_Jedi;2013-04-29 16:13;0;0;""I'm at Baltimore Fit Body Boot Camp (Lutherville-Timonium"," MD) http:// 4sq.com/Y9FbC5"";Lutherville-Timonium"," MD;;;""329010495518552064"";https://twitter.com/SEO_Jedi/status/329010495518552064",,,,,,,
"JaySwann_;2013-04-29 16:13;0;0;""Like ""where is D'Jango's black ass at? I'm not with this slavery shit anymore"," I got more important shit to do"""";Baltimore"," MD;;;""329010471380332544"";https://twitter.com/JaySwann_/status/329010471380332544",,,,,,,
"HyperClutch;2013-04-29 16:13;0;0;""@Orioles love that first 6!!!! #OrioleOrange"";Cockeysville"," MD;@Orioles;#OrioleOrange;""329010462425501698"";https://twitter.com/HyperClutch/status/329010462425501698",,,,,,,,
"TSevik;2013-04-29 16:13;0;0;""@nicolleeey is a sexy housewife"";Towson"," MD;@nicolleeey;;""329010459543994368"";https://twitter.com/TSevik/status/329010459543994368",,,,,,,,
"TylerSperry;2013-04-29 16:12;0;0;""@J23Johnson_ you hurt ?"";Dundalk"," MD;@J23Johnson_;;""329010409849892864"";https://twitter.com/TylerSperry/status/329010409849892864",,,,,,,,
"_LovingBJ;2013-04-29 16:12;0;0;""Just ordered a pizza"";Rosedale"," MD;;;""329010396017078273"";https://twitter.com/_LovingBJ/status/329010396017078273",,,,,,,,
"Landofdafree;2013-04-29 16:12;0;0;""â€œ @MookieHazee : Im rey start Boxing next month. .â€ùknock rite da fuck out!"";Baltimore"," MD;@MookieHazee;;""329010387330674688"";https://twitter.com/Landofdafree/status/329010387330674688",,,,,,,,
"hermatron82;2013-04-29 16:12;0;0;""@AnnaMariaLewis yes! Which was totally weird. And don't get me wrong"," I am still totally obsessed with Ben."";Baltimore"," MD;@AnnaMariaLewis;;""329010342753599489"";https://twitter.com/hermatron82/status/329010342753599489",,,,,,,
"Scotty2Hotty13;2013-04-29 16:12;0;0;""Why? Why do I get told to pick up the food from the sketchy Chinese place?"";Ferndale"," MD;;;""329010329336045570"";https://twitter.com/Scotty2Hotty13/status/329010329336045570",,,,,,,,
"LAMB_orghiniii;2013-04-29 16:12;0;0;""I'm twatching you @_startlivin"";Dundalk"," MD;@_startlivin;;""329010313057935360"";https://twitter.com/LAMB_orghiniii/status/329010313057935360",,,,,,,,
"princelontay;2013-04-29 16:12;0;0;""I'm at @CharlesVillage (Baltimore"," MD) http:// 4sq.com/16ePQQE"";;@CharlesVillage;;""329010295798374400"";https://twitter.com/princelontay/status/329010295798374400",,,,,,,,
"Tyfrenzy_;2013-04-29 16:12;0;0;""@LAndofKIYA cute as shit "," happy?"";Lochearn"," MD;@LAndofKIYA;;""329010205083963393"";https://twitter.com/Tyfrenzy_/status/329010205083963393",,,,,,,
"JaySwann_;2013-04-29 16:11;1;1;""@420_schwagg I wouldn't fuck around haha"";Baltimore"," MD;@420_schwagg;;""329010197613907970"";https://twitter.com/JaySwann_/status/329010197613907970",,,,,,,,
"Tiara_Caneff;2013-04-29 16:11;0;0;""@annAWKwardd idk..I miss you sugar buns"";Towson"," MD;@annAWKwardd;;""329010195164434432"";https://twitter.com/Tiara_Caneff/status/329010195164434432",,,,,,,,
"BradyMortonOk;2013-04-29 16:11;0;0;""@MattGolczewski @man_of_leather im not worried i just adore Nathan"";Towson"," MD;@MattGolczewski @man_of_leather;;""329010191909650433"";https://twitter.com/BradyMortonOk/status/329010191909650433",,,,,,,,
"Simplyy_Dopee;2013-04-29 16:11;0;0;""GRADUATION IS NEAR!! Order long lasting virgin Brazilian & Indian hair at http:// niashair.com use Code: GRAD2 for $25 off!"";Maryland"," USA;;;""329010177837776897"";https://twitter.com/Simplyy_Dopee/status/329010177837776897",,,,,,,,
"JaySwann_;2013-04-29 16:11;0;0;""@Pleasent_Street that's definitely some shit I would do like I really would"";Baltimore"," MD;@Pleasent_Street;;""329010150826467329"";https://twitter.com/JaySwann_/status/329010150826467329",,,,,,,,
"loryonce;2013-04-29 16:11;1;0;"""" @fuckYea_OMAR : Im starving like tf ""then eat."";Baltimore"," MD;@fuckYea_OMAR;;""329010138491015168"";https://twitter.com/loryonce/status/329010138491015168",,,,,,,,
"Dr_Kingsley;2013-04-29 16:11;0;0;""Nate Robinson's last game was a fluke lol bet he won't do that again"";Towson"," MD;;;""329010123563491329"";https://twitter.com/Dr_Kingsley/status/329010123563491329",,,,,,,,
"Shawtkiins;2013-04-29 16:11;0;0;"""" @SexualTurnOns : I don't want much.. Just your hugs"," kisses and you."" @TheBjHewlett51"";Maryland"," USA;@SexualTurnOns @TheBjHewlett51;;""329010119302066176"";https://twitter.com/Shawtkiins/status/329010119302066176",,,,,,,
"no__lies__;2013-04-29 16:11;0;0;""@MadsenAlexa @dylanspittel ya lied!!!!!! We bad to da bone"";Catonsville"," MD;@MadsenAlexa @dylanspittel;;""329010090285883393"";https://twitter.com/no__lies__/status/329010090285883393",,,,,,,,
"Simplyy_Dopee;2013-04-29 16:11;0;0;""GRADUATION IS NEAR!! Order long lasting virgin Brazilian & Indian hair at http:// niashair.com use Code: GRAD2 for $25 off!"";Maryland"," USA;;;""329010083046514690"";https://twitter.com/Simplyy_Dopee/status/329010083046514690",,,,,,,,
"JaySwann_;2013-04-29 16:11;0;1;""@bigGEENS lmfao yea this is me if I was a slave"";Baltimore"," MD;@bigGEENS;;""329010060627963905"";https://twitter.com/JaySwann_/status/329010060627963905",,,,,,,,
"BROKENFONLON;2013-04-29 16:11;0;0;""â€œ @Painful_Tearss : Watching the regular show. There's nothing regular about this show . Lolâ€ù that's the point lol"";Maryland"," USA;@Painful_Tearss;;""329010040071663616"";https://twitter.com/BROKENFONLON/status/329010040071663616",,,,,,,,
"Simplyy_Dopee;2013-04-29 16:11;0;0;""GRADUATION IS NEAR!! Order long lasting virgin Brazilian & Indian hair at http:// niashair.com use Code: GRAD2 for $25 off!"";Maryland"," USA;;;""329010027073519617"";https://twitter.com/Simplyy_Dopee/status/329010027073519617",,,,,,,,
"lightskinity;2013-04-29 16:11;1;1;""@gavin_lyle thaaankyou"";Maryland"," USA;@gavin_lyle;;""329010021683826690"";https://twitter.com/lightskinity/status/329010021683826690",,,,,,,,
"BradyMortonOk;2013-04-29 16:11;0;0;""@Man_of_Leather @mattgolczewski @bollyboo14 could feast off joe saunders"";Towson"," MD;@Man_of_Leather @mattgolczewski @bollyboo14;;""329010009272893440"";https://twitter.com/BradyMortonOk/status/329010009272893440",,,,,,,,
"Simplyy_Dopee;2013-04-29 16:11;0;0;""GRADUATION IS NEAR!! Order long lasting virgin Brazilian & Indian hair at http:// niashair.com use Code: GRAD2 for $25 off!"";Maryland"," USA;;;""329009975512948736"";https://twitter.com/Simplyy_Dopee/status/329009975512948736",,,,,,,,
"JaySwann_;2013-04-29 16:11;0;0;""NIGGAS WANT ME TO PICK COTTON LIKE ITS NOT 98 DEGREES OUT THIS BITCH!"";Baltimore"," MD;;;""329009972220420096"";https://twitter.com/JaySwann_/status/329009972220420096",,,,,,,,
"Simplyy_Dopee;2013-04-29 16:10;0;0;""GRADUATION IS NEAR!! Order long lasting virgin Brazilian & Indian hair at http:// niashair.com use Code: GRAD2 for $25 off!"";Maryland"," USA;;;""329009946547064835"";https://twitter.com/Simplyy_Dopee/status/329009946547064835",,,,,,,,
"lightskinity;2013-04-29 16:10;1;1;""@gavin_lyle still perf!"";Glen Burnie"," MD;@gavin_lyle;;""329009941220302851"";https://twitter.com/lightskinity/status/329009941220302851",,,,,,,,
"digisharon;2013-04-29 16:10;0;0;""@Percysperson @sistertoldjah your opinion on sin", no. Your opinion on sex," only if it's anything goes."";Arbutus"," MD;@Percysperson @sistertoldjah;;""329009925692985344"";https://twitter.com/digisharon/status/329009925692985344",,,,,,
"Tyfrenzy_;2013-04-29 16:10;0;0;""Got a charger"";Lochearn"," MD;;;""329009920471101441"";https://twitter.com/Tyfrenzy_/status/329009920471101441",,,,,,,,
"turnMEUp_Ty;2013-04-29 16:10;0;0;""@ChieffKeithh goodnight Keith"";Baltimore"," MD;@ChieffKeithh;;""329009918990495744"";https://twitter.com/turnMEUp_Ty/status/329009918990495744",,,,,,,,
"BAIL_ofhay;2013-04-29 16:10;0;0;""I just want a car ughhhhh my parents are so annoying help"";Hampton"," MD;;;""329009901206646784"";https://twitter.com/BAIL_ofhay/status/329009901206646784",,,,,,,,
"JonCheu;2013-04-29 16:10;0;0;""@darlreyes yes yes i know that!! Hnd naman games habol ko doon pwede naman sa desktop ko.."";Cockeysville"," MD;@darlreyes;;""329009895573704706"";https://twitter.com/JonCheu/status/329009895573704706",,,,,,,,
"capellmei5ter;2013-04-29 16:10;0;0;""Colin Lett Graduate Conducting Recital! (@Murphy Fine Arts Center - @morganstateu w/ @hucomposer ) http:// 4sq.com/11RD9HC"";Baltimore"," MD;@Murphy @morganstateu @hucomposer;;""329009895422713856"";https://twitter.com/capellmei5ter/status/329009895422713856",,,,,,,,
