username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TheOversat;2016-01-02 15:59;0;1;"Caramel Apple Cider Moose #plur #bassproshop #LongBear #moosehead @Bass Pro Shops https://www. instagram.com/p/BADlTrdsf-M/";Tennessee, USA;@Bass;#plur #bassproshop #LongBear #moosehead;"683437614318370817";https://twitter.com/TheOversat/status/683437614318370817
karliciaro;2016-01-02 15:59;0;0;"I'm at Plaza Tepeyac in Gustavo A. Madero, D.F. https://www. swarmapp.com/c/d3Hsz7GMrQg";Gustavo A. Madero, Distrito Federal;;;"683437611327819776";https://twitter.com/karliciaro/status/683437611327819776
Drassyy;2016-01-02 15:59;0;1;"there's a lot of weird people here at passion #GoCavs #hawkssuck @Philips Arena https://www. instagram.com/p/BADlTl9nwTW/";Atlanta, GA;@Philips;#GoCavs #hawkssuck;"683437609507500033";https://twitter.com/Drassyy/status/683437609507500033
Jonwahizzle;2016-01-02 15:59;0;2;"This Halloween Store rules. @New York Costumes / Halloween Adventure https://www. instagram.com/p/BADlTkOp5Vq/";Manhattan, NY;@New;;"683437607225802752";https://twitter.com/Jonwahizzle/status/683437607225802752
MattHurst;2016-01-02 15:59;0;0;"I don't think the "lunk alarm" is working :( (at @PlanetFitness in Brooklyn, NY) https://www. swarmapp.com/c/01GsrEpVwMX";Brooklyn, NY;@PlanetFitness;;"683437606101757953";https://twitter.com/MattHurst/status/683437606101757953
LightUp_Ent;2016-01-02 15:59;0;0;"When I was on set with Director Yahya McClain @yahballa shooting #thetimeisnow Future work… https://www. instagram.com/p/BADlTWnidsB/";Georgia, USA;@yahballa;#thetimeisnow;"683437604587614208";https://twitter.com/LightUp_Ent/status/683437604587614208
YessyCanela86;2016-01-02 15:59;0;0;"Lindas personas que conocí en 2015, gracias x su amistad a pesar de… https://www. instagram.com/p/BADlS5gOk6k5 -M-SA-Dc8P0Y64Y6BubDg6K0_Q0/ …";Tampico, Tamaulipas;;;"683437602532372480";https://twitter.com/YessyCanela86/status/683437602532372480
BodyCountReset;2016-01-02 15:59;0;1;"20-30 in weave,6-8.5 in dick,20"+ in rims RT @Jefejustb00lin: How many inches u ladies fucking with?";Gulfport, MS;@Jefejustb00lin;;"683437599298551809";https://twitter.com/BodyCountReset/status/683437599298551809
FastLifemadmax;2016-01-02 15:59;0;0;"I'm having gas";Georgia, USA;;;"683437596266086400";https://twitter.com/FastLifemadmax/status/683437596266086400
CateRichieBlog;2016-01-02 15:59;0;0;"Hey guys! I just joined the #BlendedCommunity which is an app where you can hire stylist! I am… https://www. instagram.com/p/BADlTHfloJv/";Sherbrooke, Québec;;#BlendedCommunity;"683437594194112512";https://twitter.com/CateRichieBlog/status/683437594194112512
acostabar;2016-01-02 15:59;0;1;"️ (@Señor Taco in México, DF) https://www. swarmapp.com/c/b4mhZetR0ci";Álvaro Obregón, Distrito Federal;@Se;;"683437590863822849";https://twitter.com/acostabar/status/683437590863822849
poisonlovesp;2016-01-02 15:59;0;1;"Im never wrong! Well except for that one time I THOUGHT I was wrong, I was wrong! @… https://www. instagram.com/p/BADlS_orcN1/";San Antonio, TX;@;;"683437589928525824";https://twitter.com/poisonlovesp/status/683437589928525824
Gastrobites;2016-01-02 15:59;0;1;"Le vengo manejando lo que viene siendo la langosta al carbón @Restaurante Colimilla https://www. instagram.com/p/BADlTARR4rA/";Manzanillo, Colima;@Restaurante;;"683437589832007680";https://twitter.com/Gastrobites/status/683437589832007680
GabbyAnderson97;2016-01-02 15:59;3;11;"Took home 2 1st place trophies today #Rockettes #revenge #U @Charleston High School https://www. instagram.com/p/BADlS8EkAz5/";Charleston, IL;@Charleston;#Rockettes #revenge #U;"683437588372451328";https://twitter.com/GabbyAnderson97/status/683437588372451328
eric19125;2016-01-02 15:59;0;0;"Just posted a photo @Palmyra, New Jersey https://www. instagram.com/p/BADlS9ameo4i PSwhVFQbgSHqToLIU66XwqXsEw0/ …";Palmyra, NJ;@Palmyra;;"683437586799525889";https://twitter.com/eric19125/status/683437586799525889
MarintiaMaria;2016-01-02 15:59;0;0;"#GerardoOrtiz @Culiacán, Sinaloa https://www. instagram.com/p/BADlS3QSCMr/";Culiacán, Sinaloa;@Culiac;#GerardoOrtiz;"683437585532874756";https://twitter.com/MarintiaMaria/status/683437585532874756
KarenziaRosas;2016-01-02 15:59;0;0;"Me quiero quedar a vivir aquí. (@Santiago de Querétaro in Querétaro, QRO) https://www. swarmapp.com/c/cMsDRvSj0mb pic.twitter.com/SkGFnIRyva";Querétaro, Querétaro Arteaga;@Santiago;;"683437584320696320";https://twitter.com/KarenziaRosas/status/683437584320696320
shaila_calderon;2016-01-02 15:59;0;0;"@Yael_Romero Sí jajaja";Mérida, Yucatán;@Yael_Romero;;"683437581648855041";https://twitter.com/shaila_calderon/status/683437581648855041
CentralParkWx;2016-01-02 15:59;0;0;"Wind 3.8 mph W. Barometer 29.81 in, Rising. Temperature 31.5 °F. Rain today 0.11 in. Humidity 79%";Superior, WI;;;"683437581325832193";https://twitter.com/CentralParkWx/status/683437581325832193
adtru;2016-01-02 15:59;0;0;"Para empezar bien el año (at @TheFoodBox1 in Garza García, NLE, NL w/ @annemendezm ) https://www. swarmapp.com/c/fWC2dexm6ak";San Pedro Garza García, Nuevo León;@TheFoodBox1 @annemendezm;;"683437580956909568";https://twitter.com/adtru/status/683437580956909568
IvanSandovalM;2016-01-02 15:59;0;0;""Coatí" #ateljee #photooftheday #picoftheday #nature #animal #closeup #wild #park #photo … https://www. instagram.com/p/BADlSs4ES8K/";Benito Juárez, Quintana Roo;;#ateljee #photooftheday #picoftheday #nature #animal #closeup #wild #park #photo;"683437580214480901";https://twitter.com/IvanSandovalM/status/683437580214480901
iamalbertray;2016-01-02 15:59;0;0;"We stay supporting other Chicago brands; we have to build with each… https://www. instagram.com/p/BADlRcfxDnuS ikz0Pv0hXRV0f_FXQ6Mu_SwA5I0/ …";Chicago, IL;;;"683437579446833152";https://twitter.com/iamalbertray/status/683437579446833152
memo_lagos;2016-01-02 15:59;0;0;"A seguirle con la dieta... (@Xel-Ha in Mexico Ciudad, Distrito Federal) https://www. swarmapp.com/c/4eIqW4ajRZl";Cuauhtémoc, Distrito Federal;@Xel;;"683437578134106113";https://twitter.com/memo_lagos/status/683437578134106113
sterling_sydney;2016-01-02 15:59;0;0;"Just a little something I put together from Hawaii @Hawaii https://www. instagram.com/p/BADlSn5sQvc/";Raleigh, NC;@Hawaii;;"683437576045342720";https://twitter.com/sterling_sydney/status/683437576045342720
OsirisHayes;2016-01-02 15:59;0;0;"I'm at Hacienda Sor Juana Ines De La Cruz https://www. swarmapp.com/c/l8vWSSQ8osA";Tlalmanalco, México;;;"683437574132727809";https://twitter.com/OsirisHayes/status/683437574132727809
bumpngrindcore;2016-01-02 15:59;0;0;"Drinking a Milk Stout Nitro by @LeftHandBrewing @Kevin and Laurens House of the Dead — http:// untp.beer/s/c263311538 #photo";Oak Ridge, TN;@LeftHandBrewing @Kevin;#photo;"683437573281308672";https://twitter.com/bumpngrindcore/status/683437573281308672
jcarlos21;2016-01-02 15:59;0;0;"I'm at @MixupTeam in Cuauhtémoc, DF https://www. swarmapp.com/c/3lM5SwxfUYp";Cuauhtémoc, Distrito Federal;@MixupTeam;;"683437573155516418";https://twitter.com/jcarlos21/status/683437573155516418
kell_bellls;2016-01-02 15:59;0;0;"Justin couldn't be in the picture because he broke his ankles @… https://www. instagram.com/p/BADlSePvRlRW 6_-DM7UsLG8jhIwVRhA9l-hJtw0/ …";Reston, VA;@;;"683437572958367748";https://twitter.com/kell_bellls/status/683437572958367748
MaaarHC;2016-01-02 15:59;0;1;"(@Museo Soumaya - @elmuseosoumaya in Miguel Hidalgo, DF) https://www. swarmapp.com/c/8EFXJUjw9qD";Miguel Hidalgo, Distrito Federal;@Museo @elmuseosoumaya;;"683437572153016320";https://twitter.com/MaaarHC/status/683437572153016320
bwischmeyer;2016-01-02 15:59;0;0;"Now, this was fun read! Who knows what we'll encounter staying here tonight. @The Hotel Alex… https://www. instagram.com/p/BADlSZ4sgAT/";Rapid City, SD;@The;;"683437569120571393";https://twitter.com/bwischmeyer/status/683437569120571393
Sydneey_Mae;2016-01-02 15:59;0;0;"We went ice skating and didn't even fall @Millenium Park Skating Rink https://www. instagram.com/p/BADlR7Vj38W/";Portage, MI;@Millenium;;"683437568638095360";https://twitter.com/Sydneey_Mae/status/683437568638095360
WoodlandLakesWS;2016-01-02 15:59;0;0;"Wind 0.1 mph S. Barometer 30.11 in, Falling slowly. Temperature 31.8 °F. Rain today 0.00 in. Humidity 71%";Petersburg, IL;;;"683437567384129540";https://twitter.com/WoodlandLakesWS/status/683437567384129540
Monielysium;2016-01-02 15:59;0;2;"@IMSA @DISupdates take naps in car in the infield. Always get up at 3am to watch race through sunrise, then nap, then watch";Port Orange, FL;@IMSA @DISupdates;;"683437567237292032";https://twitter.com/Monielysium/status/683437567237292032
SlyJones53;2016-01-02 15:59;0;0;"Wedding time! #matthewsidos @Centennial Park https://www. instagram.com/p/BADlR7LgTY7/";Coronado, CA;@Centennial;#matthewsidos;"683437566800969728";https://twitter.com/SlyJones53/status/683437566800969728
